created_at,entry_id,ir_block_error,total vibration,temperature,conveyor_id,anomaly_flag,maintenance_recommendation,failure_type
11/6/2025 12:07,1,False,8.683619513,39.96,C01,running,normal,None
11/6/2025 12:07,2,False,7.833716538,36.0,C01,running,normal,None
11/6/2025 12:08,3,False,8.930748735,43.85,C01,running,normal,None
11/6/2025 12:08,4,False,9.001317342,45.35,C01,fault,supervision required,heat
11/6/2025 12:08,5,False,11.34963579,41.36,C01,critical,Maintenance required,bearing
11/6/2025 12:08,6,False,10.03753513,41.34,C01,fault,supervision required,None
11/6/2025 12:08,7,False,8.371108143,46.27,C01,fault,supervision required,heat
11/6/2025 12:08,8,False,9.275920979,37.15,C01,running,normal,None
11/6/2025 12:08,9,False,7.843501659,42.41,C01,running,normal,None
11/6/2025 12:08,10,False,7.663283357,27.19,C01,running,normal,None
11/6/2025 12:08,11,False,8.875041963,32.18,C01,running,normal,None
11/6/2025 12:08,12,False,8.522593385,32.63,C01,running,normal,None
11/6/2025 12:08,13,False,10.09762747,35.67,C01,fault,supervision required,None
11/6/2025 12:08,14,False,8.97120144,27.75,C01,running,normal,None
11/6/2025 12:08,15,,,,C01,running,normal,None
11/6/2025 12:08,16,False,9.082847861,33.35,C01,running,normal,None
11/6/2025 12:08,17,False,9.11680159,36.55,C01,running,normal,None
11/6/2025 12:08,18,False,9.210227448,25.29,C01,running,normal,None
11/6/2025 12:08,19,False,10.04618515,32.05,C01,fault,supervision required,None
11/6/2025 12:08,20,False,9.176051794,39.76,C01,running,normal,None
11/6/2025 12:08,21,False,7.961060644,40.28,C01,running,normal,None
11/6/2025 12:09,22,False,8.704080067,38.14,C01,running,normal,None
11/6/2025 12:09,23,False,7.483645356,45.09,C01,fault,supervision required,heat
11/6/2025 12:09,24,False,9.709105875,35.89,C01,fault,supervision required,None
11/6/2025 12:09,25,True,7.7420903,44.77,C01,running,supervision required,block
11/6/2025 12:09,26,True,8.35157232,24.72,C01,running,supervision required,block
11/6/2025 12:09,27,False,8.059195843,36.12,C01,running,normal,None
11/6/2025 12:09,28,False,8.904884094,40.92,C01,running,normal,None
11/6/2025 12:09,29,False,9.431155699,39.24,C01,running,normal,None
11/6/2025 12:09,30,False,9.765802502,38.2,C01,fault,supervision required,None
11/6/2025 12:09,31,False,9.733546623,26.83,C01,fault,supervision required,None
11/6/2025 12:10,32,False,8.58231258,41.54,C01,running,normal,None
11/6/2025 12:10,33,False,9.804297002,38.52,C01,fault,supervision required,None
11/6/2025 12:10,34,False,9.02323587,38.3,C01,running,normal,None
11/6/2025 12:10,35,False,7.644941974,43.7,C01,running,normal,None
11/6/2025 12:10,36,False,7.760328218,32.9,C01,running,normal,None
11/6/2025 12:10,37,False,9.96916442,36.31,C01,fault,supervision required,None
11/6/2025 12:10,38,False,8.786097988,38.28,C01,running,normal,None
11/6/2025 12:10,39,False,11.05102233,38.43,C01,critical,Maintenance required,bearing
11/6/2025 12:10,40,False,8.284471707,43.73,C01,running,normal,None
11/6/2025 12:10,41,False,9.925369866,41.87,C01,fault,supervision required,None
11/6/2025 12:10,42,False,8.786488111,35.37,C01,running,normal,None
11/6/2025 12:10,43,False,10.22096097,32.78,C01,fault,supervision required,None
11/6/2025 12:11,44,False,10.05446916,45.55,C01,fault,supervision required,heat
11/6/2025 12:11,45,False,8.942705614,40.08,C01,running,normal,None
11/6/2025 12:11,46,False,9.516758708,48.42,C01,fault,supervision required,heat
11/6/2025 12:11,47,False,9.117409215,39.17,C01,running,normal,None
11/6/2025 12:11,48,False,10.0443846,37.97,C01,fault,supervision required,None
11/6/2025 12:11,49,False,8.971713333,38.9,C01,running,normal,None
11/6/2025 12:11,50,False,10.35056913,48.2,C01,fault,supervision required,heat
11/6/2025 12:11,51,False,9.266981616,40.13,C01,running,normal,None
11/6/2025 12:11,52,False,8.907973708,42.45,C01,running,normal,None
11/6/2025 12:11,53,False,8.540593965,37.39,C01,running,normal,None
11/6/2025 12:11,54,False,8.529334196,30.73,C01,running,normal,None
11/6/2025 12:12,55,False,9.42621647,34.31,C01,running,normal,None
11/6/2025 12:12,56,False,9.367511778,37.14,C01,running,normal,None
11/6/2025 12:12,57,False,7.619859155,46.98,C01,fault,supervision required,heat
11/6/2025 12:12,58,False,7.611974136,39.59,C01,running,normal,None
11/6/2025 12:12,59,False,10.76111643,33.5,C01,fault,supervision required,bearing
11/6/2025 12:12,60,False,10.06532096,41.2,C01,fault,supervision required,None
11/6/2025 12:12,61,False,9.263451001,40.15,C01,running,normal,None
11/6/2025 12:12,62,False,9.205911007,36.19,C01,running,normal,None
11/6/2025 12:12,63,False,9.851081468,43.8,C01,fault,supervision required,None
11/6/2025 12:12,64,False,9.670241938,40.46,C01,running,normal,None
11/6/2025 12:12,65,True,8.95340666,42.21,C01,running,supervision required,block
11/6/2025 12:13,66,True,8.087880594,42.53,C01,running,supervision required,block
11/6/2025 12:13,67,False,11.16773565,32.75,C01,critical,Maintenance required,bearing
11/6/2025 12:13,68,False,9.392488553,35.91,C01,running,normal,None
11/6/2025 12:13,69,False,8.936322281,40.22,C01,running,normal,None
11/6/2025 12:13,70,False,9.226547363,44.69,C01,running,normal,None
11/6/2025 12:13,71,False,8.49754573,36.58,C01,running,normal,None
11/6/2025 12:13,72,False,9.430610264,40.79,C01,running,normal,None
11/6/2025 12:13,73,False,11.5427929,45.19,C01,critical,Maintenance required,bearing
11/6/2025 12:13,74,False,7.993829601,44.26,C01,running,normal,None
11/6/2025 12:14,75,False,8.663876977,34.7,C01,running,normal,None
11/6/2025 12:14,76,False,10.90392582,34.6,C01,fault,supervision required,bearing
11/6/2025 12:14,77,False,6.955893219,35.53,C01,running,normal,None
11/6/2025 12:14,78,False,8.483300155,42.69,C01,running,normal,None
11/6/2025 12:14,79,False,9.497667723,37.84,C01,running,normal,None
11/6/2025 12:14,80,False,11.23832619,37.97,C01,critical,Maintenance required,bearing
11/6/2025 12:14,81,,,,C01,running,normal,None
11/6/2025 12:14,82,False,8.88742884,38.1,C01,running,normal,None
11/6/2025 12:14,83,False,26.965992298746563,66.44751019303777,C01,running,normal,None
11/6/2025 12:14,84,False,11.17088426,40.46,C01,critical,Maintenance required,bearing
11/6/2025 12:14,85,False,8.379000983,42.99,C01,running,normal,None
11/6/2025 12:15,86,False,9.335388368,43.36,C01,running,normal,None
11/6/2025 12:15,87,False,9.00587386,44.38,C01,running,normal,None
11/6/2025 12:15,88,False,10.40427808,46.1,C01,fault,supervision required,heat
11/6/2025 12:15,89,,,,C01,fault,supervision required,None
11/6/2025 12:15,90,False,9.060613152,31.34,C01,running,normal,None
11/6/2025 12:15,91,False,8.310717174,41.99,C01,running,normal,None
11/6/2025 12:15,92,False,9.406701536,38.53,C01,running,normal,None
11/6/2025 12:15,93,False,7.551386628,55.66,C01,critical,Maintenance required,heat
11/6/2025 12:16,94,,,,C01,fault,supervision required,heat
11/6/2025 12:16,95,False,9.522587405,36.03,C01,running,normal,None
11/6/2025 12:16,96,,,,C01,running,normal,None
11/6/2025 12:16,97,False,9.356425239,44.96,C01,running,normal,None
11/6/2025 12:16,98,False,9.583924609,38.38,C01,running,normal,None
11/6/2025 12:16,99,False,9.286806657,43.13,C01,running,normal,None
11/6/2025 12:16,100,False,8.760332392,46.41,C01,fault,supervision required,heat
11/6/2025 12:16,101,False,9.006676012,38.08,C01,running,normal,None
11/6/2025 12:16,102,False,8.367187483,41.99,C01,running,normal,None
11/6/2025 12:16,103,False,10.22532142,35.82,C01,fault,supervision required,None
11/6/2025 12:16,104,False,10.05868762,41.07,C01,fault,supervision required,None
11/6/2025 12:16,105,False,7.807532843,49.62,CONV_ERR_987,fault,supervision required,heat
11/6/2025 12:16,106,False,9.944854751,54.81,C01,critical,Maintenance required,heat
11/6/2025 12:16,107,,,,C01,running,normal,None
11/6/2025 12:16,108,,,,C01,running,normal,None
11/6/2025 12:16,109,True,9.63223005,34.33,C01,running,supervision required,block
11/6/2025 12:17,110,True,9.96387449,36.4,C01,fault,supervision required,block
11/6/2025 12:17,111,True,9.229594055,42.35,C01,running,supervision required,block
11/6/2025 12:17,112,False,9.750049612,38.63,C01,fault,supervision required,None
11/6/2025 12:17,113,False,9.125180608,31.13,C01,running,normal,None
11/6/2025 12:17,114,False,8.803044386,44.47,C01,running,normal,None
11/6/2025 12:17,115,False,8.330541334,35.72,C01,running,normal,None
11/6/2025 12:17,116,False,10.51007919,41.99,C01,fault,supervision required,bearing
11/6/2025 12:17,117,False,11.04680903,37.11,C01,critical,Maintenance required,bearing
11/6/2025 12:17,118,False,7.612285982,46.12,C01,fault,supervision required,heat
11/6/2025 12:17,119,False,8.927919164,39.97,C01,running,normal,None
11/6/2025 12:17,120,False,11.10727546,36.16,C01,critical,Maintenance required,bearing
11/6/2025 12:17,121,False,8.825821771,45.7,C01,fault,supervision required,heat
11/6/2025 12:17,122,False,9.426574872,37.25,C01,running,normal,None
11/6/2025 12:17,123,False,8.486124182,39.8,C01,running,normal,None
11/6/2025 12:17,124,False,8.618173816,45.31,C01,fault,supervision required,heat
11/6/2025 12:17,125,False,7.200668207,44.97,C01,running,normal,None
11/6/2025 12:17,126,False,11.22968833,42.06,C01,critical,Maintenance required,bearing
11/6/2025 12:17,127,False,8.014456988,34.2,C01,running,normal,None
11/6/2025 12:18,128,False,9.99505748,38.73,C01,fault,supervision required,None
11/6/2025 12:18,129,False,8.777833535,37.27,C01,running,normal,None
11/6/2025 12:18,130,False,10.82493452,39.67,C01,fault,supervision required,bearing
11/6/2025 12:18,131,False,5.605155171,38.23,C01,running,normal,None
11/6/2025 12:18,132,,,,C01,running,normal,None
11/6/2025 12:18,133,True,8.555798028,39.63,C01,running,supervision required,block
11/6/2025 12:18,134,True,8.926561603,34.44,C01,running,supervision required,block
11/6/2025 12:18,135,False,9.670040135,45.81,C01,fault,supervision required,heat
11/6/2025 12:18,136,False,11.43970398,36.7,C01,critical,Maintenance required,bearing
11/6/2025 12:18,137,False,9.566853409,49.71,C01,fault,supervision required,heat
11/6/2025 12:18,138,False,8.709731755,28.08,C01,running,normal,None
11/6/2025 12:18,139,False,8.206971822,36.12,C01,running,normal,None
11/6/2025 12:18,140,False,9.121543161,41.06,C01,running,normal,None
11/6/2025 12:18,141,False,7.599848174,47.65,C01,fault,supervision required,heat
11/6/2025 12:18,142,False,8.964836629,28.24,C01,running,normal,None
11/6/2025 12:18,143,False,10.14245637,42.51,C01,fault,supervision required,None
11/6/2025 12:18,144,False,8.596102944,37.55,C01,running,normal,None
11/6/2025 12:19,145,False,7.510416459,44.41,C01,running,normal,None
11/6/2025 12:19,146,False,8.253647211,45.1,C01,fault,supervision required,heat
11/6/2025 12:19,147,False,10.59091288,36.87,C01,fault,supervision required,bearing
11/6/2025 12:19,148,True,8.483842005,34.28,C01,running,supervision required,block
11/6/2025 12:19,149,True,9.792661908,34.29,C01,fault,supervision required,block
